season,player,team,position,G,A,P,+/-,PIM,PPP,SHP,GWG,SOG,FW,HIT,BLK,GP
2024/25,Kailer Yamamoto,UTA,RW,2,1,3,-1,2,0,0,0,13,0,9,4,0
2024/25,Walker Duehr,2TM,F,2,1,3,-11,0,0,0,0,15,0,49,15,0
2024/25,Walker Duehr,CGY,F,0,1,1,-6,0,0,0,0,9,0,28,12,0
2024/25,Walker Duehr,SJS,F,2,0,2,-5,0,0,0,0,6,0,21,3,0
2024/25,Andreas Englund,2TM,D,1,2,3,-9,48,0,0,0,17,0,78,40,0
2024/25,Andreas Englund,LAK,D,1,0,1,-1,12,0,0,0,4,0,20,7,0
2024/25,Andreas Englund,NSH,D,0,2,2,-8,36,0,0,0,13,0,58,33,0
2024/25,David Jiříček,2TM,D,1,2,3,0,6,0,0,0,9,0,12,7,0
2024/25,David Jiříček,CBJ,D,0,1,1,-2,4,0,0,0,5,0,6,4,0
2024/25,David Jiříček,MIN,D,1,1,2,2,2,0,0,0,4,0,6,3,0
2024/25,Pierre-Olivier Joseph,2TM,D,0,3,3,-22,45,0,0,0,42,0,36,36,0
2024/25,Pierre-Olivier Joseph,STL,D,0,2,2,-7,23,0,0,0,22,0,13,13,0
2024/25,Pierre-Olivier Joseph,PIT,D,0,1,1,-15,22,0,0,0,20,0,23,23,0
2024/25,Marc McLaughlin,2TM,F,2,1,3,-2,0,0,0,0,13,0,28,6,0
2024/25,Marc McLaughlin,BOS,F,2,0,2,-1,0,0,0,0,13,0,23,6,0
2024/25,Marc McLaughlin,NJD,F,0,1,1,-1,0,0,0,0,0,0,5,0,0
2024/25,Nicolas Aubé-Kubel,2TM,RW,1,1,2,-5,19,0,0,0,18,0,40,3,0
2024/25,Nicolas Aubé-Kubel,BUF,RW,1,1,2,-4,17,0,0,0,18,0,33,3,0
2024/25,Nicolas Aubé-Kubel,NYR,RW,0,0,0,-1,2,0,0,0,0,0,7,0,0
2024/25,Robert Bortuzzo,UTA,D,0,2,2,-2,22,0,0,0,8,0,21,26,0
2024/25,Luca Cagnoni,SJS,D,0,2,2,-4,8,0,0,0,7,0,1,9,0
2024/25,Joey Daccord,SEA,G,0,2,2,0,0,0,0,0,1,0,0,0,0
2024/25,Ivan Demidov,MTL,RW,1,1,2,1,0,0,0,0,5,0,2,0,0
2024/25,Filip Gustavsson,MIN,G,1,1,2,0,0,0,0,0,2,0,0,0,0
2024/25,John Hayden,SEA,C,1,1,2,0,31,0,0,0,20,0,44,19,0
2024/25,Ben Hutton,VEG,D,0,2,2,0,0,0,0,0,11,0,10,19,0
2024/25,Grant Hutton,NYI,D,0,2,2,1,4,0,0,0,10,0,13,12,0
2024/25,Connor Ingram,UTA,G,0,2,2,0,4,0,0,0,0,0,0,0,0
2024/25,Tyler Johnson,BOS,C,0,2,2,-1,10,0,0,0,6,0,5,2,0
2024/25,Max Jones,2TM,LW,1,1,2,-13,18,0,0,0,17,0,71,8,0
2024/25,Max Jones,BOS,LW,0,0,0,-4,8,0,0,0,2,0,14,3,0
2024/25,Max Jones,EDM,LW,1,1,2,-9,10,0,0,0,15,0,57,5,0
2024/25,Oliver Kapanen,MTL,C,0,2,2,-5,2,0,0,0,16,0,1,8,0
2024/25,Spencer Knight,2TM,G,0,2,2,0,0,0,0,0,0,0,0,0,0
2024/25,Spencer Knight,FLA,G,0,2,2,0,0,0,0,0,0,0,0,0,0
2024/25,Spencer Knight,CHI,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Kevin Korchinski,CHI,D,1,1,2,-5,8,0,0,0,14,0,2,14,0
2024/25,John Ludvig,COL,D,0,2,2,-4,6,0,0,0,9,0,16,6,0
2024/25,Matt Martin,NYI,LW,0,2,2,-5,10,0,0,0,17,0,82,19,0
2024/25,Dylan McIlrath,WSH,D,0,2,2,-3,28,0,0,0,10,0,38,14,0
2024/25,Keaton Middleton,COL,D,0,2,2,0,28,0,0,0,44,0,69,37,0
2024/25,Liam O'Brien,UTA,C,0,2,2,1,50,0,0,0,34,0,100,11,0
2024/25,Brennan Othmann,NYR,LW,0,2,2,7,2,0,0,0,20,0,43,7,0
2024/25,Noah Philp,EDM,F,0,2,2,1,2,0,0,0,17,0,15,7,0
2024/25,Ryan Reaves,TOR,RW,0,2,2,-2,28,0,0,0,14,0,103,8,0
2024/25,Mike Reilly,NYI,D,0,2,2,-3,2,0,0,0,31,0,3,14,0
2024/25,Cole Reinhardt,OTT,LW,1,1,2,-4,15,0,0,0,13,0,37,2,0
2024/25,Justin Robidas,CAR,C,1,1,2,1,0,0,0,0,3,0,2,0,0
2024/25,Joshua Roy,MTL,RW,2,0,2,-6,2,0,0,0,14,0,6,8,0
2024/25,Michael Sgarbossa,WSH,C,1,1,2,2,2,0,0,0,1,0,1,1,0
2024/25,Ty Smith,CAR,D,1,1,2,1,4,0,0,0,14,0,2,5,0
2024/25,Alex Steeves,TOR,F,1,1,2,3,0,0,0,0,7,0,19,1,0
2024/25,Linus Ullmark,OTT,G,0,2,2,0,0,0,0,0,0,0,0,0,0
2024/25,Andrei Vasilevskiy,TBL,G,0,2,2,0,8,0,0,0,0,0,0,0,0
2024/25,Wyatt Aamodt,COL,D,1,0,1,1,0,0,0,0,3,0,6,9,0
2024/25,Frederik Andersen,CAR,G,0,1,1,0,0,0,0,0,0,0,0,0,0
2024/25,Joey Anderson,CHI,RW,0,1,1,-2,0,0,0,0,17,0,12,13,0
2024/25,Jaret Anderson-Dolan,WPG,C,0,1,1,3,4,0,0,0,8,0,23,6,0
2024/25,Yaroslav Askarov,SJS,G,0,1,1,0,0,0,0,0,0,0,0,0,0
2024/25,Andreas Athanasiou,CHI,C,1,0,1,-1,0,0,0,0,8,0,6,6,0
2024/25,Arshdeep Bains,VAN,F,1,0,1,-5,0,0,0,0,8,0,17,7,0
2024/25,Owen Beck,MTL,C,0,1,1,-2,0,0,0,0,10,0,23,8,0
2024/25,Emil Bemström,PIT,C,0,1,1,0,0,0,0,0,13,0,12,3,0
2024/25,Clark Bishop,CGY,C,1,0,1,-2,0,0,0,0,4,0,8,2,0
2024/25,Mackenzie Blackwood,2TM,G,0,1,1,0,2,0,0,0,1,0,0,0,0
2024/25,Mackenzie Blackwood,SJS,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Mackenzie Blackwood,COL,G,0,1,1,0,2,0,0,0,1,0,0,0,0
2024/25,Matěj Blümel,DAL,RW,1,0,1,-1,0,0,0,0,10,0,6,1,0
2024/25,Sergei Bobrovsky,FLA,G,0,1,1,0,4,0,0,0,3,0,0,0,0
2024/25,Skyler Brind'Amour,CAR,C,1,0,1,-3,2,0,0,0,1,0,1,1,0
2024/25,Josh Brown,EDM,D,0,1,1,-2,11,0,0,0,9,0,21,18,0
2024/25,Patrick Brown,BOS,C,0,1,1,-2,8,0,0,0,11,0,46,12,0
2024/25,Callahan Burke,VEG,C,1,0,1,2,2,0,0,0,12,0,0,3,0
2024/25,Drake Caggiula,EDM,LW,0,1,1,0,5,0,0,0,6,0,8,3,0
2024/25,Michael Callahan,BOS,D,1,0,1,-5,7,0,0,0,9,0,8,12,0
2024/25,Ethan Cardwell,SJS,RW,1,0,1,-2,2,0,0,0,5,0,8,3,0
2024/25,Declan Carlile,TBL,D,1,0,1,2,0,0,0,0,3,0,1,2,0
2024/25,Lucas Condotta,MTL,F,1,0,1,-2,0,0,0,0,5,0,10,3,0
2024/25,Angus Crookshank,OTT,LW,0,1,1,-1,0,0,0,0,9,0,11,4,0
2024/25,Casey DeSmith,DAL,G,0,1,1,0,2,0,0,0,0,0,0,0,0
2024/25,Dylan Duke,TBL,LW,1,0,1,0,0,0,0,0,1,0,5,0,0
2024/25,John Farinacci,BOS,C,1,0,1,1,0,0,0,0,1,0,3,0,0
2024/25,Cale Fleury,SEA,D,0,1,1,1,0,0,0,0,16,0,30,28,0
2024/25,Nolan Foote,NJD,LW,0,1,1,0,0,0,0,0,5,0,11,1,0
2024/25,Parker Ford,WPG,F,1,0,1,1,2,0,0,0,2,0,5,1,0
2024/25,Brendan Gaunce,MIN,C,0,1,1,-4,4,0,0,0,11,0,18,7,0
2024/25,Alexandar Georgiev,2TM,G,0,1,1,0,0,0,0,0,0,0,0,0,0
2024/25,Alexandar Georgiev,COL,G,0,1,1,0,0,0,0,0,0,0,0,0,0
2024/25,Alexandar Georgiev,SJS,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,John Gibson,ANA,G,0,1,1,0,4,0,0,0,0,0,0,0,0
2024/25,Patrick Giles,2TM,F,1,0,1,-3,0,0,0,0,15,0,21,7,0
2024/25,Patrick Giles,FLA,F,0,0,0,-1,0,0,0,0,4,0,16,4,0
2024/25,Patrick Giles,SJS,F,1,0,1,-2,0,0,0,0,11,0,5,3,0
2024/25,Helge Grans,PHI,D,0,1,1,0,2,0,0,0,5,0,4,5,0
2024/25,Kevin Gravel,NSH,D,0,1,1,3,0,0,0,0,6,0,7,8,0
2024/25,Daniil Gushchin,SJS,LW,0,1,1,-3,6,0,0,0,16,0,6,6,0
2024/25,Mike Hardman,NJD,RW,0,1,1,0,0,0,0,0,2,0,4,3,0
2024/25,Ville Heinola,WPG,D,0,1,1,6,4,0,0,0,12,0,8,16,0
2024/25,Connor Hellebuyck,WPG,G,0,1,1,0,2,0,0,0,0,0,0,0,0
2024/25,Joel Hofer,STL,G,0,1,1,0,2,0,0,0,0,0,0,0,0
2024/25,Justin Hryckowian,DAL,F,0,1,1,1,0,0,0,0,3,0,8,0,0
2024/25,Arttu Hyry,DAL,F,0,1,1,0,0,0,0,0,5,0,4,3,0
2024/25,Bokondji Imama,PIT,LW,1,0,1,2,30,0,0,0,10,0,45,7,0
2024/25,Tristan Jarry,PIT,G,0,1,1,0,2,0,0,0,0,0,0,0,0
2024/25,Matt Kiersted,FLA,D,0,1,1,1,2,0,0,0,0,0,3,1,0
2024/25,Joona Koppanen,PIT,LW,1,0,1,-3,0,0,0,0,10,0,40,3,0
2024/25,Darcy Kuemper,LAK,G,0,1,1,0,12,0,0,0,0,0,0,0,0
2024/25,Joseph LaBate,CBJ,C,0,1,1,1,10,0,0,0,3,0,14,11,0
2024/25,Tanner Laczynski,VEG,C,1,0,1,-1,6,0,0,0,2,0,3,3,0
2024/25,William Lagesson,DET,D,0,1,1,-1,4,0,0,0,5,0,6,7,0
2024/25,Brad Lambert,WPG,C,0,1,1,0,2,0,0,0,1,0,5,4,0
2024/25,Kevin Lankinen,VAN,G,0,1,1,0,0,0,0,0,0,0,0,0,0
2024/25,Jeremy Lauzon,NSH,D,0,1,1,-4,37,0,0,0,25,0,127,34,0
2024/25,Ryan Leonard,WSH,RW,1,0,1,-4,11,0,0,0,17,0,18,4,0
2024/25,Ukko-Pekka Luukkonen,BUF,G,0,1,1,0,2,0,0,0,0,0,0,0,0
2024/25,Jeff Malott,LAK,F,0,1,1,-1,7,0,0,0,13,0,19,7,0
2024/25,Georgii Merkulov,BOS,F,0,1,1,-1,2,0,0,0,7,0,2,7,0
2024/25,Dakota Mermis,2TM,D,0,1,1,-2,2,0,0,0,6,0,3,4,0
2024/25,Dakota Mermis,UTA,D,0,0,0,-2,2,0,0,0,2,0,0,1,0
2024/25,Dakota Mermis,TOR,D,0,1,1,0,0,0,0,0,4,0,3,3,0
2024/25,Elvis Merzļikins,CBJ,G,0,1,1,0,8,0,0,0,0,0,0,0,0
2024/25,Ian Mitchell,BOS,D,0,1,1,-2,2,0,0,0,10,0,5,23,0
2024/25,Sam Montembeault,MTL,G,0,1,1,0,0,0,0,0,0,0,0,0,0
2024/25,Ian Moore,ANA,D,0,1,1,1,0,0,0,0,4,0,1,1,0
2024/25,Sam Morton,CGY,F,1,0,1,1,0,0,0,0,1,0,4,1,0
2024/25,Bradly Nadeau,CAR,LW,0,1,1,0,0,0,0,0,8,0,2,1,0
2024/25,Jake Oettinger,DAL,G,0,1,1,0,0,0,0,0,0,0,0,0,0
2024/25,Ville Ottavainen,SEA,D,0,1,1,0,0,0,0,0,1,0,3,1,0
2024/25,Zayne Parekh,CGY,D,1,0,1,3,2,0,0,0,2,0,1,1,0
2024/25,Isaak Phillips,CHI,D,1,0,1,0,0,0,0,0,3,0,3,4,0
2024/25,Calvin Pickard,EDM,G,0,1,1,0,0,0,0,0,0,0,0,0,0
2024/25,Andrew Poturalski,SJS,C,0,1,1,-1,2,0,0,0,5,0,0,4,0
2024/25,Samuel Poulin,PIT,RW,0,1,1,1,2,0,0,0,3,0,10,0,0
2024/25,Jonathan Quick,NYR,G,0,1,1,0,2,0,0,0,0,0,0,0,0
2024/25,Calum Ritchie,COL,C,1,0,1,-7,0,0,0,0,11,0,6,2,0
2024/25,Isak Rosen,BUF,RW,0,1,1,-3,0,0,0,0,8,0,3,2,0
2024/25,Chad Ruhwedel,NYR,D,0,1,1,2,0,0,0,0,1,0,8,5,0
2024/25,Ilya Samsonov,VEG,G,0,1,1,0,4,0,0,0,0,0,0,0,0
2024/25,Juuse Saros,NSH,G,0,1,1,0,4,0,0,0,0,0,0,0,0
2024/25,Matthew Savoie,EDM,C,0,1,1,-4,0,0,0,0,6,0,3,1,0
2024/25,Dominik Shine,DET,F,0,1,1,-1,15,0,0,0,5,0,16,3,0
2024/25,Ilya Solovyov,CGY,D,0,1,1,-3,2,0,0,0,6,0,12,8,0
2024/25,Justin Sourdif,FLA,RW,1,0,1,1,0,0,0,0,2,0,0,0,0
2024/25,Jack St. Ivany,PIT,D,0,1,1,-3,17,0,0,0,12,0,38,25,0
2024/25,Anthony Stolarz,TOR,G,0,1,1,0,0,0,0,0,0,0,0,0,0
2024/25,Daniil Tarasov,CBJ,G,0,1,1,0,0,0,0,0,0,0,0,0,0
2024/25,Logan Thompson,WSH,G,0,1,1,0,0,0,0,0,0,0,0,0,0
2024/25,T.J. Tynan,COL,C,0,1,1,-1,4,0,0,0,5,0,5,4,0
2024/25,Vítek Vaněček,2TM,G,0,1,1,0,0,0,0,0,0,0,0,0,0
2024/25,Vítek Vaněček,SJS,G,0,1,1,0,0,0,0,0,0,0,0,0,0
2024/25,Vítek Vaněček,FLA,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Karel Vejmelka,UTA,G,0,1,1,0,0,0,0,0,0,0,0,0,0
2024/25,Daniel Vladař,CGY,G,0,1,1,0,2,0,0,0,0,0,0,0,0
2024/25,Chris Wagner,COL,C,1,0,1,-8,14,0,0,0,29,0,57,13,0
2024/25,Taylor Ward,LAK,F,1,0,1,0,0,0,0,0,4,0,3,0,0
2024/25,Ozzy Wiesblatt,NSH,RW,0,1,1,1,0,0,0,0,4,0,13,3,0
2024/25,Ryan Winterton,SEA,C,0,1,1,-11,2,0,0,0,15,0,20,6,0
2024/25,Matthew Wood,NSH,RW,0,1,1,0,2,0,0,0,8,0,2,2,0
2024/25,Jack Ahcan,COL,D,0,0,0,0,2,0,0,0,1,0,3,1,0
2024/25,Alexander Alexeyev,WSH,D,0,0,0,2,0,0,0,0,7,0,9,14,0
2024/25,Jake Allen,NJD,G,0,0,0,0,0,0,0,0,1,0,0,0,0
2024/25,Justus Annunen,2TM,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Justus Annunen,COL,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Justus Annunen,NSH,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Rasmus Asplund,FLA,F,0,0,0,-2,2,0,0,0,2,0,3,2,0
2024/25,Alex Barré-Boulet,MTL,F,0,0,0,-2,2,0,0,0,0,0,3,0,0
2024/25,Matt Benning,SJS,D,0,0,0,-5,4,0,0,0,7,0,9,10,0
2024/25,Jordan Binnington,STL,G,0,0,0,0,6,0,0,0,0,0,0,0,0
2024/25,Tobias Björnfot,FLA,D,0,0,0,-3,2,0,0,0,10,0,13,10,0
2024/25,Joel Blomqvist,PIT,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Samuel Bolduc,NYI,D,0,0,0,-1,0,0,0,0,0,0,0,0,0
2024/25,Thomas Bordeleau,SJS,C,0,0,0,0,0,0,0,0,1,0,0,0,0
2024/25,Shane Bowers,NJD,C,0,0,0,-1,0,0,0,0,2,0,9,1,0
2024/25,Travis Boyd,MIN,C,0,0,0,0,0,0,0,0,0,0,1,3,0
2024/25,Chase Bradley,COL,LW,0,0,0,0,0,0,0,0,0,0,1,1,0
2024/25,Guillaume Brisebois,VAN,D,0,0,0,0,0,0,0,0,2,0,2,4,0
2024/25,Brendan Brisson,VEG,C,0,0,0,-3,0,0,0,0,7,0,9,0,0
2024/25,Frederic Brunet,BOS,D,0,0,0,-1,0,0,0,0,2,0,1,5,0
2024/25,Hunter Brzustewicz,CGY,D,0,0,0,2,2,0,0,0,2,0,1,0,0
2024/25,Kyle Capobianco,DAL,D,0,0,0,-2,4,0,0,0,0,0,1,0,0
2024/25,Nathan Clurman,PIT,D,0,0,0,0,2,0,0,0,4,0,1,0,0
2024/25,Dylan Coghlan,WPG,D,0,0,0,1,4,0,0,0,9,0,2,7,0
2024/25,Drew Commesso,CHI,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Eric Comrie,WPG,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Pheonix Copley,LAK,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Sebastian Cossa,DET,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Cameron Crotty,MIN,D,0,0,0,-1,0,0,0,0,0,0,0,0,0
2024/25,Maxwell Crozier,TBL,D,0,0,0,0,0,0,0,0,8,0,11,6,0
2024/25,Nico Daws,NJD,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Thatcher Demko,VAN,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Grigori Denisenko,VEG,LW,0,0,0,0,2,0,0,0,0,0,5,0,0
2024/25,Travis Dermott,2TM,D,0,0,0,-3,2,0,0,0,8,0,6,16,0
2024/25,Travis Dermott,EDM,D,0,0,0,-3,2,0,0,0,3,0,6,10,0
2024/25,Travis Dermott,MIN,D,0,0,0,0,0,0,0,0,5,0,0,6,0
2024/25,Cam Dineen,EDM,D,0,0,0,0,0,0,0,0,8,0,1,6,0
2024/25,Jakub Dobes,MTL,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Louis Domingue,NYR,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Karsen Dorwart,PHI,F,0,0,0,-1,2,0,0,0,4,0,9,2,0
2024/25,Lukáš Dostál,ANA,G,0,0,0,0,0,0,0,0,1,0,0,0,0
2024/25,Joshua Dunne,BUF,C,0,0,0,-3,5,0,0,0,1,0,5,2,0
2024/25,Riley Duran,BOS,C,0,0,0,-1,2,0,0,0,5,0,6,0,0
2024/25,Dalibor Dvorsky,STL,C,0,0,0,0,0,0,0,0,2,0,0,0,0
2024/25,Samuel Ersson,PHI,G,0,0,0,0,2,0,0,0,0,0,0,0,0
2024/25,Ivan Fedotov,PHI,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Tye Felhaber,COL,F,0,0,0,-1,0,0,0,0,2,0,7,0,0
2024/25,Domenick Fensore,CAR,D,0,0,0,0,2,0,0,0,5,0,3,3,0
2024/25,Jack Finley,TBL,C,0,0,0,1,0,0,0,0,1,0,1,0,0
2024/25,Marc-André Fleury,MIN,G,0,0,0,0,2,0,0,0,0,0,0,0,0
2024/25,Anton Forsberg,OTT,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Liam Foudy,NYI,C,0,0,0,-1,0,0,0,0,1,0,0,1,0
2024/25,Mark Friedman,VAN,D,0,0,0,-4,10,0,0,0,4,0,6,6,0
2024/25,Jacob Gaucher,PHI,F,0,0,0,0,0,0,0,0,3,0,4,2,0
2024/25,Julien Gauthier,NYI,RW,0,0,0,0,0,0,0,0,0,0,2,0,0
2024/25,Adam Ginning,PHI,D,0,0,0,-1,0,0,0,0,0,0,1,1,0
2024/25,Jet Greaves,CBJ,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Nikita Grebenkin,TOR,RW,0,0,0,-3,2,0,0,0,2,0,13,1,0
2024/25,Ryan Greene,CHI,C,0,0,0,0,0,0,0,0,1,0,0,3,0
2024/25,Philipp Grubauer,SEA,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Robert Hägg,VEG,D,0,0,0,0,0,0,0,0,0,0,11,2,0
2024/25,Jani Hakanpää,TOR,D,0,0,0,-1,0,0,0,0,2,0,1,4,0
2024/25,Brian Halonen,NJD,F,0,0,0,-1,0,0,0,0,2,0,2,1,0
2024/25,Brandon Halverson,TBL,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Rafaël Harvey-Pinard,MTL,LW,0,0,0,0,0,0,0,0,0,0,1,0,0
2024/25,Dennis Hildeby,TOR,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Adin Hill,VEG,G,0,0,0,0,4,0,0,0,0,0,0,0,0
2024/25,Hayden Hodgson,OTT,RW,0,0,0,-2,5,0,0,0,2,0,7,1,0
2024/25,Marcus Högberg,NYI,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Samuel Honzek,CGY,LW,0,0,0,-1,2,0,0,0,6,0,6,2,0
2024/25,Daemon Hunt,MIN,D,0,0,0,0,0,0,0,0,2,0,0,2,0
2024/25,Ville Husso,2TM,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Ville Husso,DET,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Ville Husso,ANA,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Quinn Hutson,EDM,F,0,0,0,0,2,0,0,0,1,0,0,0,0
2024/25,Jere Innala,COL,F,0,0,0,-3,2,0,0,0,8,0,20,6,0
2024/25,Jan Jeník,OTT,RW,0,0,0,-1,0,0,0,0,0,0,2,0,0
2024/25,Jonas Johansson,TBL,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Reese Johnson,MIN,F,0,0,0,0,0,0,0,0,1,0,6,3,0
2024/25,Ryan Johnson,BUF,D,0,0,0,-2,4,0,0,0,3,0,1,4,0
2024/25,Ben Jones,MIN,F,0,0,0,-3,10,0,0,0,24,0,51,11,0
2024/25,Caleb Jones,LAK,D,0,0,0,-1,2,0,0,0,6,0,10,5,0
2024/25,Noah Juulsen,VAN,D,0,0,0,-12,21,0,0,0,26,0,101,60,0
2024/25,Kaapo Kähkönen,COL,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Devin Kaplan,PHI,RW,0,0,0,-1,0,0,0,0,0,0,1,0,0
2024/25,Joakim Kemell,NSH,RW,0,0,0,0,0,0,0,0,8,0,4,1,0
2024/25,Niklas Kokko,SEA,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Aleksei Kolosov,PHI,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Joonas Korpisalo,BOS,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Kirill Kudryavtsev,VAN,D,0,0,0,1,0,0,0,0,2,0,0,5,0
2024/25,Raphael Lavoie,VEG,C,0,0,0,-4,2,0,0,0,10,0,16,0,0
2024/25,Nathan Legare,NJD,RW,0,0,0,-1,0,0,0,0,3,0,12,1,0
2024/25,Tristan Lennox,NYI,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Devon Levi,BUF,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Charlie Lindgren,WSH,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Jake Lucchini,NSH,F,0,0,0,-2,2,0,0,0,2,0,2,0,0
2024/25,Jett Luchanko,PHI,F,0,0,0,-3,2,0,0,0,3,0,6,0,0
2024/25,Tristan Luneau,ANA,D,0,0,0,-5,2,0,0,0,6,0,5,9,0
2024/25,Alex Lyon,DET,G,0,0,0,0,2,0,0,0,0,0,0,0,0
2024/25,Kurtis MacDermid,NJD,LW,0,0,0,-5,23,0,0,0,7,0,40,8,0
2024/25,Connor Mackey,NYR,D,0,0,0,0,5,0,0,0,1,0,4,1,0
2024/25,James Malatesta,CBJ,LW,0,0,0,-1,0,0,0,0,0,0,6,1,0
2024/25,Jacob Markström,NJD,G,0,0,0,0,0,0,0,0,1,0,0,0,0
2024/25,Spencer Martin,CAR,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Carter Mazur,DET,LW,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Jaycob Megna,FLA,D,0,0,0,-2,2,0,0,0,5,0,3,9,0
2024/25,Jacob Melanson,SEA,RW,0,0,0,0,0,0,0,0,0,0,4,0,0
2024/25,Leevi Merilainen,OTT,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Ben Meyers,SEA,F,0,0,0,-2,2,0,0,0,4,0,9,1,0
2024/25,Sonny Milano,WSH,LW,0,0,0,-3,0,0,0,0,4,0,1,0,0
2024/25,Michael Milne,MIN,LW,0,0,0,0,0,0,0,0,0,0,3,0,0
2024/25,Trent Miner,COL,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Daniil Misyul,NJD,D,0,0,0,-1,0,0,0,0,0,0,1,1,0
2024/25,Mason Morelli,VEG,F,0,0,0,-1,0,0,0,0,0,0,4,0,0
2024/25,Petr Mrázek,2TM,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Petr Mrázek,CHI,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Petr Mrázek,DET,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Ty Mueller,VAN,C,0,0,0,0,2,0,0,0,1,0,1,4,0
2024/25,Brett Murray,BUF,LW,0,0,0,-2,0,0,0,0,0,0,3,0,0
2024/25,Matt Murray,TOR,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Alexander Nylander,TOR,LW,0,0,0,-1,4,0,0,0,4,0,0,0,0
2024/25,Oskar Olausson,COL,RW,0,0,0,0,0,0,0,0,3,0,1,2,0
2024/25,Noah Ostlund,BUF,C,0,0,0,-6,2,0,0,0,4,0,1,3,0
2024/25,Victor Ostman,SEA,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Yaniv Perets,CAR,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Gabriel Perreault,NYR,RW,0,0,0,-1,0,0,0,0,5,0,1,1,0
2024/25,Alexander Petrovic,DAL,D,0,0,0,-2,4,0,0,0,5,0,10,6,0
2024/25,Michael Pezzetta,MTL,C,0,0,0,-2,24,0,0,0,14,0,73,7,0
2024/25,Jason Polin,COL,F,0,0,0,0,0,0,0,0,3,0,1,1,0
2024/25,Vasiliy Ponomarev,PIT,C,0,0,0,-1,2,0,0,0,8,0,5,2,0
2024/25,Erik Portillo,LAK,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Cayden Primeau,MTL,G,0,0,0,0,2,0,0,0,0,0,0,0,0
2024/25,Nikita Prishchepov,COL,C,0,0,0,0,0,0,0,0,4,0,10,2,0
2024/25,Jacob Quillan,TOR,F,0,0,0,0,0,0,0,0,0,0,1,0,0
2024/25,James Reimer,2TM,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,James Reimer,ANA,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,James Reimer,BUF,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,David Rittich,LAK,G,0,0,0,0,2,0,0,0,0,0,0,0,0
2024/25,Matthew Robertson,NYR,D,0,0,0,3,0,0,0,0,2,0,2,1,0
2024/25,Olivier Rodrigue,EDM,G,0,0,0,0,0,0,0,0,0,0,0,0,0
2024/25,Georgi Romanov,SJS,G,0,0,0,0,0,0,0,0,0,0,0,0,0
